filename,transcription
dc45d627598dabe11e4219027a627d953cf494be7116577d9b8300ce1752629ba53be0b5b2580cd803c40daa8029b68411ef57a48429e200829de1aff7129fde.npy,A team of women rollerbladers in black uniforms.
b51b54f9219039e87fdb05498cef03e3a077c1b6d32db8c3e24340e7b053d664021c3829cd7d47ac4ff536e0f6c79160198847b718a14938075a2e8af46af753.npy,A band performs on a stage.
a14d414e76ed48a2ace12ed4bb75684bedcd16c248e1733eb88c69772e2e6dee37845941d495a0dbbb42e9e1a3e3cf2ba982b1b69a3e63153994021831e46859.npy,A happy Swiss soccer fan.
eb159a4886da49f4a7d96e8a83508f71f91ae4c490910530caa9eea9ccf6bf9b03c21096d6cc00368d84764c1c51ab311bc61c95f9f8428068c458e9346385c2.npy,Two women laughing and drinking.
98644e18730df2276c50a1fc96fdc0118164d31a47c4d0cfffad426cfebf326031e9f4093127e1367d1dfc16774a119999f66a21b9fb7e333ee8a7af4d2a7fa8.npy,The valley was filled with dense fog.
4418ee4c24ef639047ecd0b2e7378f57220b5f857592357b5003f5d0c8848c57b7f14b1efbcd69f65c06e3afdb337c60f26eb1657e2cc3265b0d5e067f7cefda.npy,I can't assure you such things.
281fbe37ec8eb917dfd2b0e29b263769f7be866184877d95d9775ad5544f5ccb8fb9354f2c55043516a9f542e5133633f5b551475073af16cab7db60c11bf894.npy,A man of one book.
32e08dfeb097eb1ec9a1aa54d129161f99399e1addb10a24cecbfb50ed07c6257b5c2cc04f7a203bbb44ce4ea3c0be41045cdecdb026664265b65b25cbbb12ba.npy,Play Les Lecter Smith from deezer.
909a552a061575a365e35aa6b1c5b3086e63f0c9f442c7fb0dff9cfb6d82db991d9f1ead736a886675c2db62805b732c1c40c385ba97044225c23458c40c3edf.npy,A woman is speaking on her phone at a busy transportation station.
503ea61eae59ceda8da6b80eb2aaa061c8b8ea61857e3ded22526cc54f1f1a59ec69190a6c41b8232723e06bd26fba0e4e0b5e0afad70ec2fb6f698eaf8d5f1d.npy,Three children are by a waterway behind a house.
a315b302298795e42e7852c56696212e02cdb5605b1b1719d1450ae129e5241c11d76e730b77d6a3233e04aee0583d6cf051d1a6fbbc7147549c9de8c7283f15.npy,A man in a irish suit playing the pipes.
d402e076064e285048434ef6c5156ee2f4c331867038f542f51d83bcb78e24232f68d0858f0a87f9a653ef6ce61a5c3d6b5694b23e9668f3f5304b7633e06099.npy,A basketball player is taking a foul shot as his teammates and the opposing team watch.
0994e45dc074f333b9fc5d6698e609348203b8e2cf5257b4c84b6c1b32606cf8d2969e93dd2263c4ac02b89ec8e6279ec590c7e3a5fb48954df91653c831e6d9.npy,A little boy covers his eyes.
e10e6f58bd73ea562e7a7c76124f75ffe10e82a03d5a5cdcb7c0ac069af31784c3c3fb1089582a6c838963e75fc385644733c91fba7af253cc348503d9d43059.npy,A dog wearing a blue ribbon sits in front of a fireplace that displays more ribbons.
4e9e13631e43b0ac019c4724eac45d712245bcf0ae39370d7b992617f624c58bc0cd9cb814db1fc5a01899d0958734cd35f3569e07552e4f6101c78e40b4278d.npy,An eye for an eye and a tooth for a tooth.
f730948eb425be6dc568a10df9298a4c67fc89fdfc9a60d8438459d713125ace8dfabfde6c403c8ef603c3d9d407419a1af631b6b2f54df57081ba3b4803b150.npy,Several men in blue shirts and western hats observe cattle behind a fence.
63e44a70af06173f13af5893a920042aa1779acbf05579ef554728aa6c16d5d243990abfce79d6f1e5995b13f7f95dc68f5d08ab7ef83a857360d17c59308c44.npy,These coins will be needed to pay his debt.
7848651ea1d1b4825ebdd7d1f9e99e4b650ad1e14984a8756ae674cc84927db3357675a344dd2ef634f48ff8bb160e73feb1edf5a032302e297113fa3574b6ee.npy,Fresh as a daisy.
9934dee219db08ecfaedcd6f09169f52229f982fdd21d5a6eeabd0547bf2cecd4a65bf4ee33bc4d0fb261fea879d53d3c72a3a2db75bfb5ec2edf7cf4b05266a.npy,Can you find me the Children of Jerusalem: Yehuda movie?
654475c85e93bcb9f0b7920cd8e5ff99cd204c0de36f323a755b553320a576c4f73660e9480fb72ab7e042d9aec756142a4c18a0bcf24634a35ab9342f615623.npy,"Put Corrina, Corrina onto my classical x list."
dcf064c4e877b0e3c3108fb777c022fc9b6aa8dd2be6b0992fb23f3ebbe687c0c784feb84702cfbd6a3e983c076553f7dd49b287aaa1faddd7901cc78c6461ff.npy,It was possible to sail the entire route in one go.
59932738322e742ecacee546c6b13dbba9cf56c67c14550f8323670f23ad7519e81a7cb5aabd1a4517e69121b760e4a5f680e97666af9cbe26f8a649b5c90716.npy,A Girl in a pink sweatshirt sitting on a couch and using a laptop.
38e63c26f6895f5598ae48b85c555aceec707d42f6a4ddcd658e0961e5355a6edec6230e42b9f57c8fbe491247bdc42e7bef0129ba261134b1ed44d4b4ec4f1b.npy,A man wearing a white hat is being stomped by a brown horse.
870bf635897e11149385d8421161f6affda31f0397b3e2e6e6edb5cd2a47abe16a85b5af2c3e176e77e02499b8e818a22cb74a5e5a6e203270a15650b40b3f79.npy,A person with a picture of an eye on their clothing.
cba263715e3d5bdbb7e24bf3296ee26a5bc82da0621320e47f907dce21005cf9eaab7714fd67778b0b05bcf853df7d684baeee643a8125f9d392da3168f8caa5.npy,A woman in a green tank top looking at a drill while a crowd looks on.
b8fb7d6ffc9e07bd2d4601bb84018b97d7c9dd35ab79ba8ddd6826b75c90aa9ccc0c7e8cee37913b2968d03e1e66a84f939dcc24ca5853467c929a9695980933.npy,A swimming dog with a small branch in its mouth.
ffc35294e2a5d9c48c13e157b0097a326e474e46f24cb42dd33fce65af8aa85630cd4a086620f3e10b4d18d412fb2a1387e32b749ae99e1ecc7edb1bac822530.npy,Various people on a basketball court.
3daa2c657918b5716f0f4b648cfc931622fe60d2c1d184d5b30fdf22169897bf28ac4784e72b2be76a90f7cefc431b843cab169d1d1fcba207cc95a270225f35.npy,Image registration and invariant representations could both be done in a computationally very efficient way.
44549b00c3abec67ef9c51519cc8de1592b1bd352012a41ae0a04aef17cfaf274b827ab7aeb6b8b78a8243b9c794e07ad128bd5703b24f6758d7a179b4389f62.npy,Sorry but I'm allergic to that.
f7102987e506ac05b6d68fca0215659d7df49e7d73a0de24519c39dceb9ad381218710495b58c42a6bcfb5b35c8681c89f469306af7880341bae80dcd26d217a.npy,A woman praying to her gods.
1931abf8027862829db3a1a838b262ce32ed858ed6cb775f3b87a8d7eb3895b5982146ed265aa1e6eee0d70da4fda0dd33114c3defbb52b91808b840d2a08f96.npy,A child playing with water noodles in a pool.
97e76ac5bf442d7581d733f93aa817ce9b2afca6bac7cbcca7ed47c630c4874260cbd3221dfe4af5c590f5a7fdb6d975fa771b09510b668c50694e507a697729.npy,Two dogs on hind legs and two seated dogs are looking at something in the air.
aac1d4d464c308f823ee4461166df85f18b7332db93ca54672a1117b6dc0dfa48f5e817387cc7181d381d1a26d24e00506c6ee55d575e578f5bb573ebde7f48d.npy,Her eyes were blue like the ocean.
e4c91184c3f8585fbb0f86e2bc079dac74243672927fff73f335952d86cdd4fe97765c7317b206e31432b820f6ec9ca46a3a83c44c43910dcae98323fb814768.npy,A man in a dark shirt and shorts is standing on top of a high graffitied rock.
b15fcd0b848625f6d365bc0ffad6e49b50dfff00d739a5fb1ddc67b8ee5bc346f6b3077920fcc83407fd13e313997ae6afb26199479d7ec5353b7fd755536275.npy,Eight girls are cheerleading outside in yellow uniforms.
ccd769897c95376bba06e38c6d31b331396b4176e54196ba750de16e70717c63321052845dcfa56adbc6959cb68a219b4f6d3597cfa6a48b0c62b28dd193b330.npy,A young man is smiling as he has fun sliding down a hill
1081e5801f5d2d230692b3cfc7cff3392f4d676a0ca971a95cdf19b848f6f0ffb96dc0d214251ee3913609739d07f2eada156155853389a3168818b8b104a494.npy,A group of school children looking at a group on men wearing white shirts
f430c0e4c29d864a836ee9478092da7dbe756b44a79d0516c214062ac8f30c24778811f1a77a0c708febbe0febdb26d1e2216fb26b4dad6708906b827119e459.npy,This man has worked here for many decades.
0cd56677b9fa91abdd4319fda9c02ceb8cbe3cbdba567f8c3b3e8d1454e9aaf41d35cdd0c08ff89b05bd63cd53c0bb40f6e6e21d40e523d0a330da9f70bbd394.npy,A man is standing on snowy rocks.
ac1d00d83e394cb1805575d1162545b2bd944a2b95725c7a47fda80388b83992fdd8bec07f7a06ff2824f24da02a0c2fac1bc21c1b0a55960e0926f071f5b444.npy,A girl with a dog and two other ladies walking on a street.
28c5ec5030bccea89e72783b0e8f4577691a7f9767e1098f3cd9daceab09d5624878d089e4825fcecf883d47556f8927b88f48a5be33806c6342f247d3a1aefe.npy,Two guys working together fixing something.
b607855e1024b2a5c61883f33fe73a7a87f3b795fe43e4b50c563a439ff99af5c27f3ddf81f07486290a96e819ee5c3ac8133c36b7c9b2516e8e4d0f58a7ecc0.npy,Boys with bottles pose in shopping carts in urban area.
d448bea27ac1f64e5a0c764b1cb45e89fd082a0a6b3a017ac1008d31acc02d83ea00b0e640f0d7e904823bc342d68a424b12f0d602b9303cbc306449dcab56d1.npy,A boy is wearing a red towel standing on the beach.
1f1bb8594c3bf16eb32ee92fd58dd0da36abfb9833987b93d5ad178b15dd5e3611be098a749bbb54b5f04fe1aeb5f2a98e2f5be206d3048effaeca210e01f993.npy,A young boy and his dog lay together on the floor.
8925ff0636a6ec3aa858dd679f00160311065605118addfee91db3ac0e2010579a457b6dfe227e6e10db0a4a269af17448f7160b6faf820c752d10e34ab378ae.npy,Two ladies and a little girl in her pajamas opening gifts
f646a713866b156c41317df9775c4b7c713acdbe252020478df721fedb18b64bd3df7f56a870a2a610c475f8b3f1ff0c475a656c472b29809e04db491f325ff9.npy,Two UFC fighters duke it out on the mat.
9ddbdac2da6a0b5aa0d9f53f273692bcc591bc44e38921ed1b6b9fbefa0405d86b140698bddc4fb9f3a1afafcfd1f9042be72115b192566377b2475be6aa855e.npy,A man in a blue shirt and a little boy are working on a bicycle together.
062010e6e97cb64c7e46c3048c9bb897532fd3dd9df9f6aedf8c0c0f6d4d51e96c0413f5727e69e23e7b84f5e20cd1471985383a8a15dda05e7419ceabca42ab.npy,A girl splashes in the water near a big blue water slide.
b950de35f1007ad2fd9506dae58e8383c0a2459d3761ca7b32092746c0425d56d7838ab0fbf5b91b565e50ce1d68e98b67a3bb02404088b1c39130dc055c186a.npy,A person is riding his bicycle and is flying through the air on it.
8989a1dd37d74c2aefe945489c2545219d6c837e79618d1fcf9d9ecb8a8007fa3136f5d81bf310653944bf2a74654d077003e630fbe4f127a4888a014dab09a0.npy,"A group of tourist taking pictures, while looking at scenery on top of a mountain."
9cc740de2f2c050394f8ec0b48932a679240067a75970b909199772271b0b85fd1c6835276037220635952c562b668ba388f74dadba4f1a43cb219e5e64387f9.npy,A young blondhaired boy and a darkhaired girl are eating at a kid 's table.
3f69355b18ff218defda29c6f38940296d00f71d9c10a8547b7e9924601a46224e3658445068548bda759b2fd0ee10db5b5a76e059b9cd806cd1fe427f336933.npy,"I can reassure you, that we won't retreat until the peace is secured."
26b0e72e222fe4fa4f98fe771014ebad2ca843a927e222d85cce6edcdc805f492b0d726c5302df23de4cba13df1c71726549b2b4341a03397428561617ac5b81.npy,Punk musician with a guitar pouts at the camera from his position on the stage.
602c3d61060664a0c4a752120394de180b5459b59fe0ad76613efa5a15d9d7baf253bce6925e3f9598c119f79caf7437a6304433227dc5ab9706b21b4f34aae6.npy,a dog chases another dog.
607bfb98c45fad2d11de025fb92b694682a25ddb4a434c605d1b3d879adf30bd69d61c20e109cab46d567fc6814decd2ed6dcc28714ca1d74e88aeffd1b0d31e.npy,A city street busy with people and cars.
f61bd1a6cfcc41a0063352336cc1df9be319906fa4e8bfa84a95ff339cf542e431b2a1851bdf27f2c0d642ea1d49698d6267ce807d2961b1d1611cc4a1a4a68c.npy,A man enjoying a drink in a cup.
4fd29afc348be2aa07cb08a45b893cfe6c88913568e9d56c8f408e1782e9903c1c56219ca22d1a26de5234ca501bdb67670418025b2c699af61c7720558d13e7.npy,a few men are standing around a fruit stall.
db5f3cd06ec6577a0d0d286a9c01ff2003d936005edec846459374d295936c5faaeec4ab8531a983dbee97caf3a5166de3ecd08659039130fb0b25a29e113c8e.npy,Pedestrians navigate their way up and down a busy city stairwell.
801862d2df8161a526511dbfdbf8ef7cd9849e394f16ae5acfdd9671f3000ddfbb932e6f7c39ecebf7b1252b6390a24f3b44e1c5f6046a41b7318d3ea926cacd.npy,"About six months ago, I decided it was time to start using my voice environment at work."
73c15967a5f6ae626a8e9e4693204807db23bb3f3a79e48f2934e7ab726220be2e5410bc2b7166eae19a5fc13ec72e8d703bb413d495b72494fefd0d393e3ff7.npy,A boy in a red helmet hits a ball with a bat.
84d8659cfae46e9f1f987f4d8618e9d020040aaf4ece149a7984ca3bf0bb8c408e40926c92e53572cbdee3d670ea132d95df73060af4f816af37996b0b2d8764.npy,A group of men play xylophones in a concert space filled with percussion instruments.
c302b5e043a2ad1328da5ff7b824e13d5855dcf811ec63e4564558a570c89cb414e3aac606cbcdbb9e46142cba1ad279ac61fc7aa74ea425501a0ddea51c45c1.npy,add agua y sal in Classic Jazz Funk
89a04068739f8c50707c3249567bf1d75df84debc5f84cabbdb8cb7180702517b3c4c8de17df8ace3a9b1855d78e52c5f368ee465008db120f779147584844a1.npy,Two men looking at a bulldozer.
6ce5ae313801c6a0d2646f4022e2e3686aaa0a7e63ab76275beac0b9a30f6e45eee28be7156cf66c9bd224d3323993042e5f6eb3e36fe70e41856723c7e8ddac.npy,Two young men wearing white shirts and tan shorts walking in a street.
029cb3e0edf4b22e684d0ea9dac841cfebb10e7105058542fc4d445b59ee3b66bead3054ded0a8ff3a2c62a09c8df13bfef88290cd678e652ab9e1ad7249186b.npy,Two men wearing black tshirt and headphones are next to a silver race car.
6c7a797b92b08ef4c08e9a4237c55c118ec398a22ef1771c0946a04103e47aebb7071bff7829cad6e0cdf70704864a936dca0361071385ae9d11a533afcddac5.npy,Every one is king in his own house.
9d8bdec7296c40d9409cec72b0f1ba83f70cdf008e0a1da840621f3884cde63577335770bda5358f8683390e912de52e4bde208a408f493998babfdf5038c2d0.npy,They were financed through a special celebration tax.
0e686ef87b1501b6e621808b834bd29ecad2d163e6f92f51e4118020ce1feefa6a3edf95ae5a2db2977bf9e55517da4005f5796a95d0500cc53634397f0087a2.npy,"A ballerina dressed in yellow is dancing, on a stage."
c05f9b25539a1cbec2dc72c7a96a9ab89fa9a12492a4663ebb8e00ad19be52eefd663eee95594cc3b5284b02ce7d2aa68ab6062849d01c423947dc8c3fe423f6.npy,A dog shakes off after getting out of the water.
7903c5c4e9844d77b646d33ac0582e7f3eb3f0887dc9612268e1001e3a4ec37b13cdf9f8dbf8e14dc38d7d99193b435593adb868e75b5016e49986b67fa31a1a.npy,Hockey players awaiting a faceoff.
a656207da8b9ead5e7b08a372e9dfbbb65a9ef37036c907c21be4327b5ec14fd183652ce7df47e1d4c2e5bb0a9a8a61fba168601d6b6894051f200737a10e18d.npy,Two guys working off the rail.
619fbcb0ebbecf65057ba026ffdb292a1c01ee54f17ffc4bb7fe36b3ebc3fbb3cf816c1b6c56fff9aee1d62835d57590cb0862add0e3b5f37b19d0b949765832.npy,What films are playing in the neighborhood
a91a53af27d49225fed3208583a5a6c6588970159cc99fc8169b7625bf1a21c68e77030b632659962d01e56f0554670214bbe9f26457f8015aad006113e14376.npy,"A musical composition of several movements for a single instrument (usually the pianoforte),"
ac64f294b3b2ce1720988e7326e57a528b0ca9cbf1c7d6d5aece839447ed8a824283f9d575481435947d19ad036380d9b5f7df2b22d172d56998e72f09331b14.npy,Wading birds have long legs and long beaks to keep their feathers out of the water.
5bc258b1fde9de993cda3951ca3cc778ce284f896e7112d69120db27e2198920b27e41f99fe270939d560dc59f49fe2a73d7445b110689840c6e9a2511950f43.npy,"Please look up the photograph, The New People."
0214c76ea6b3ae5932178d663896a7b5f4c7d293c7e52fb648f21b5c6e0a73aaa3cf57a057b0f6e70e5485341e8a8228e28306436addb19eefc715f4b88d450a.npy,A man carvers a pumpkin while sitting on the floor in his boxers.
3c7fb47b5fea4ca3c68f43463be51a0955d0f28d2fc595ecce18765f62664ebb549f6e6c23c2f49624a234fe0930d1d623e89d5e9d9c370aa78edf78811703c1.npy,A group of people hanging around in front of a large government building.
eeca53ce7f2110d94c36573c0ac8f209f06884308551b9952ba140e6eefae3c406a2dcf99c00e88fec073555dfd650498f671cca9e940923043fbc03ab8f9b0e.npy,A mother and daughter walking down a city street.
5c38e799b417ce60eca7cfcb06bb572f938d0f4ee4ffa4023f7f0ac642ab2355c50ee8ff02c6b3a7b7bedcbc500e44f041d0288b936c6ab72a1f12e0a9bfd232.npy,Man serving beer from tap as woman stands by.
d4770c61514a0a14855912f34a10a08137592dec40037cca1576ca2c3d01e5738049d00cc3d0638cdfc597439d6ce49d6f3904e2226017369c8eaef496ad8d42.npy,Two young women knitting clothing.
3c4ab28b0395ac9548cf9d9e2015e54ba321e1e64cfde8843742e88a184101cd6a5d48fecc4c81b9257dd6637701e848ff09f4ca61c8ee3ed24193cbdf6a1784.npy,Two men wrestling at a match.
c355c8f01edaa5c6a08b043ee4f95d71fd8980c5ff311cd4388cdb0e61d78394c2597c06813b340be6047116d59fcfa45218d9620431e821935ec84bbe30fe6a.npy,Find the schedule for The Voice in the Fog at night at the closest movie house.
5967ffdc89f663fb73e84915ba958904bbe0ebf921d2ddc9909de1dafeb576afbf4f4e6a6e7afc7c62f82d414fe5043c551938fa76177ee68dd7c787ebc49c19.npy,book spot for me and my teens at Cherry Street Hotel in MH
52680fdcef7f695596d94cb1ded36e33968b85a34a58ee2d3abfeb9309d8d8df4d4d30d10e45f67a830ba48c02acb1de6a77352a1419a965d6452938fc05dcec.npy,Need the book called ANAlaska
8fd7338c2b561a76a54799590c91df8fc94a841aba074b214c13dca8b8bd1d7858d03220d18f1b3a78c08d51ec618381b869f2ea6dfcd2615ca0836d2f84c50b.npy,Find movie schedules for Bow Tie Cinemas.
19fa20a1ae794618356c1f8862648acca97950cb2e0349d1398b4ed87a568a0304c0275e51d3942d9fc77b0ffa8fa69a23fa8e58d44bbcd82ee72e452450d3f3.npy,Play them by Jt The Bigga Figga.
f6579773e60518808f8b4bb8cd9cdc5707d8e713fe23ee2b8a0ead98dd9088e4d0b4d0a398bede0676d4ca68e1845705471c8ea8035e38d28f37bc9dc1b785f7.npy,In a pickle
300e61078360a434257e6f26c3cac8a35aac3ea00cfabe7c06f96415c7161dd383c3e8ce9ccc2abd15347149424439ab0557b78365ad93d544aaf9989d2dd63d.npy,Play some pop music.
34712992b22082c50014a7f70dd5088dc6f167fe6fde36d4929b0b53efc8e486d8bea406c433944b64494811b4effab20269351026883673eadbf7101efdfcf4.npy,It starts with one thing.
7dc56b98dd378ad3173a8df4996105bc433dc0201f83109a37e95362fb74acec30181b4c43b4254b212c0ae9edb32a33c1d0940c5deae4fe8e2b1dec5c781a8f.npy,I wish to listen to Roni Duani 's music.
2da43bd8c08f680d35c7a9b8fd3bf7fcfa8581582f599f6b43fa46c4dd99d64c3474e2892dad838f7be7ee3a8b6c2f456e972aaeca344ec3d70d50b28fb36a0c.npy,what is the forecast for Tennessee
1f07109b700513ade05b44243dab82d25564ae1c72e09cb3e28eae71cd709958b8477c2c748dde4a5514ace9333f7e4886a5c7278aebea24f0f55520169d1f20.npy,One man smokes a cigarette in the presence of another man at night
0a53b65c0bac85b30e15eab375fef1fcd68d89cc44aa248158ae002b539df2c7f8b34a6dde7281aababf0b0c370173eec525b11ac7dd6398046f1e32239b4e5e.npy,Two construction workers are working in front of a wall which has a bunch of names carved into it
84d6c58cd93b8ba3b63a3ef1cbe55aa4d686a6d579c6bbd2b7c18e41c06aa86b27464ad1e70b2515281528fdbe912f95dd4fc79f3045681bedf72da6f536828f.npy,A woman with heavy makeup is standing next to a red light sign
89192d2be3649b2bee1e07d6a9cd667d2e7281dc3d2d3c06df864b94e50bb808e6e28ad9e1ad5f5e7cc6ebde880616b4e035ea3663d973f3cc621dafe57e0d36.npy,I'd like to put qriii onto songs to sing in the car.
f68e497ce5797e2052d98b81793383960a60195c549a60f248b3512bed972f905ba5fb48eb54572b6d04c5b2eba8e5dfc011680022f209454863244906ac1b3f.npy,Two women are talking on cellphones while sitting on stone stairs
993d9eece018d9efbfdfd18994c1c14f5dbf608029f298d0e987ea2e8317fd31e4dbfac2717ca66224e3eb15f0a996b82e71b0ddaaed00cc98c26f1158fdcc67.npy,An Asian woman is holding a large blue and white tube while looking at another woman and a red bus passes by her
7c1dfc88fdbad639727208495e6851f8f3d4738a3edf9835a89d57af2ccf7b292051b2f7ceee978995ee1cc42218c779d6eeae42e062f3ff7f60da92636757ce.npy,A girl is jumping off of a swing and landing on her feet
ed19d379ed4c9ba78d22fe8b808a0417cde1650da8b2bba785973aa9da317d43ff8c584716543652226592cf6d85e8dfe5d872d18e74bc5571aa61dd3735bde5.npy,Even the women knew how to be silent.
3382f58c3e8268ef8196df2dd123a5be9c87542f33a68fd9e0a0b26f04091e463e4290b66a53d35a400ff94810b86a117bf648e6217de11cee83f18e80dc86ca.npy,A woman riding a blue bike is carrying a white chair on her neck.
3775fea31d0de1fe21deb3c11d363df0776d606878adb9743a9a630008cc082af2d39fb40145620b81078c93a10e3ec0400e023605947a597356d5398c2f4ad2.npy,Two men skateboarding in the forest.
4ff1fdee808c24ac5caf5c020c3d8d6cca47f0b5d8e0755aa88f10fa1aa59afb8a6fdd36754b4970b7bd43777407e49d9edcf233f8c261113d58399ba440f77d.npy,Two people talking on a dock.
d839ecf3cfd7d8b27c1a6f5e03867c546d65527bff8d2dcd535fd340a460f5a37db34d382650848d6fd9aa4f6e7c8072aaf3bfb396b05610656a85daa01bd50b.npy,Will it be windy in New Mexico?
212def5ee2d3dafeb0dafe29a237dcccea569911e26217d98ad78b9d6bb89dc204cd97fe2d84e5d35488b872e14eaa295b7285dae7d3f34a138166aa11f749d1.npy,I want to book a restaurant for five people.
56cc8a0104311496d504e08653b29ef676591e9dfb231eee09cffc124a0ddd080a368b052db81a4474852c26688aca118bae3f1860feda4ace0b53f21ff67088.npy,Write a fond note to the friend you cherish.
f9cb1331ecd8e4a031a8dae1d6107ae027718fa813ab13a4c9ad2432d5e7bff304d8ec989fd59e66e3b84ba18ea92a81259215b66a1859e6fce989ff24c2411c.npy,Theodore explained to us what a convolution filter is.
2ad92c60c164e2b0b2c76c08eefe44794da6b6c282e5ff56dbfb0a975d0397fd5286404556198a4e22cba10fa9e0bdfe936c770535ab4ca2405792fb82de77d4.npy,Sorrows with something to eat (bread) are endurable (less). A fat sorrow is better than a lean one
ee7485f4278fb5cd9a75ee52c72fd831460f4bf2107c98fe48a2f695328a92338da74ad66ee8dc0868272a906cd059ca47f997881b29a1d13d2922b3e68d0cd2.npy,a woman wearing a tshirt that says Obama
c5c6f17bd0b97cd06e8957e9482517636522237209858fa82eff4e9f2beb069f6c09b06dbdce06ba6751f09c971053d78a2a5514995b52e0abb367a61956c1d1.npy,Is Fighting With Buffalo Bill playing at the closest movie house
8746019b8299fc9e1dc9064ad5735a44a8e338db4a6ec009d2c6cf147ee953469f093e2075e6e767add65d0f8902f44749b78ed774dfebe476df00148f5b9bf3.npy,What's the weather in Macedonia
4e3653b5e43bb703ca3e70b77542bba0867483875aee40ab664722d5e9741fe2c936da248e58f6c690e1de5a1668d945437c0431085140cc32e64f50ca35a5dd.npy,"You can also execute sequences of commands, even waiting for particular elements to appear in the page."
bad474da44f4a6999459319351651368ab8b91898b9173449d265354a8f261c3e1754632708948ccff1ae2a527c0632d3741eb3ae9f1cd51a132786156a727f4.npy,a man in a harness climbing a rock wall
8923e24d1ed57d86f69e8248b47f1b50593b6404a6f3ff40564a3eebc94c6da64d32d3e4bb800655a629501e46ee5d34df4c808aaf0d5b5e3d31dffc174f315d.npy,A construction worker with an orange hat on a pulley.
8e58d614b83f17603a67493329c1fe4e6729262368a194b58513b73944d6f2e8f63ee9125b52bded1213d3041fa73873e47274334ad238a369b3c540e9735cb2.npy,A small child jumping rope as other children clap their hands over their heads nearby.
5540f9c925de58ed43fcb1d297b81dcdb2179ba572e3d271b2b865876f746c3f394efc2a46fd16328b1121116b48ea82b7260dbdbfc218c3bd7b35609dc07397.npy,a lady wearing a black dress carrying a white cross
74d996ceab854b486c43777ba298b75d2b99a7f2660ef80e069307eb610e1c22f2d744c5a623fb046d292ce1b3e7a437c0af99b03435a11e6f592d559e63afe4.npy,Tourist are roaming around the city and some of them take a photo
82cd23898c1dc79d3dc6c35436fc0815c997977918b7561cccfc1eef05074df1f0f28abe2291052afb2e241910f13ed103c73cd6aef5e7e5d638f76a0e03448f.npy,A group of scouts are hiking through the grass.
8f9277ace95de7c0e1e165c676d33bf137d3b33edb26bb8929889e3408e08afb3ab31fbbbf7137d5b0bc901869daaa9257645243834b87341ec9aa77fd1ac613.npy,Show me whether Iceland will be colder than it was last april
d92bf9c65dbbfb100c1816143065bebe21ee8116114490390d777c136c0f22a4c93cebed792efd785a29a582fc6b87cf01ad158f4b4e45535c47f8c426b1ce10.npy,I don't wanta sign no autographs.
aa8572289ae4942703cccf046f59507ddc2c82cf132d1964aee0ee2afc8988efb0cba93838993679573050414f418d764fbda0734b02dd043ef291eda503f87b.npy,I need the movie Kids in Love at the movie house
16571a82ae8ab86000080db7f5c6b7a18fabac1498192dac86dc0b35b6c0035136963569806dda80662657ae3c781f0934f0198aa569194f85ef36d6e0cf7450.npy,A woman wearing a gray coat looks through a Landscope at a nature center.
bc1df29ef9fd09a7620752df3a0cbf34c64fb037420d53e4a0d845c21595e2ac25c6b2f3dadae08639b89a66fb70e191112ff551cd7656f612b54e452a5c5ac0.npy,A girl in a pink shirt is standing on a chair and inspecting a drink machine.
9deb6c97f1b688024c89032384ea38fa6aa20df2530bca9a0dbf53ca3930c10cfa250545e2ad6197a6b5259a7458efad708818e86cc1552a0426cc079e8dfcce.npy,A man in a white shirt is sitting at a table looking at some papers
db3f22dbefd0cb27849a150ea79cf807359f107b9bfa8813025b6cf5be48b606a9bccbc314e31b58a3abcc688dd3b1a420f9a66bf3ae9cecaf5cc22879f01ae9.npy,A group of three dogs are walking through the snow
c083b19655f918fc1366f2f2ed56716a3d04cf2d27426db10c997e55f1c3d4df8d60b83b4232fccf98f9ca9d8cb947c890389c18c2482e79396e0bde4751573d.npy,A group of people wearing white shirts are walking
f848cf73ce7f5e0a87e914fab368df564b531f4f5d5fce5b0a693aa2d71c84a5633ce92cf1116d130e5e8a88a3ae77ced51476964b24760b533ff4c3dc82d1d8.npy,Guy snowboarding on a HATE board
2149552e9b3b0aaeeaeed61e4c6e540692d7ffb5bb794070d8d0ac1dcf4666ade1a9d3e920d78f3797a85de82c6dac15468dcb29f5ed5a42e7f36586b18b32a9.npy,Write at once or you may forget it.
9050e69c0459c1eb7f961f66caebf1b9da6b0d8cd379276f305e1dd7adff9112b026f1ea72d4ed9fc0f80c85d2a4d4299b496179e13ab82141388f3014b65441.npy,Celebrations rang out across the land.
39bb56ce269049efa8aa1703313df6cd72baa6859fdd996b8bb017da635347f5f0ce493eff0d93f86781de9d8dea7a33458c4e48ddf00664d39780eb7ede0b96.npy,Let's pretend everything is prepped.
5217b7e2df3fb7a75ed73c95bf81a46b451a583f2b92ca03cae3fc5b21ae05e552a138c76ab9b760347f3861dce19b74ac2d2d88bb7639ba2f6d7b8d3e6099bf.npy,A homeless man pushes an overfilled plastic blue shopping cart.
ba4f9df097f5d9deeede91fc7c913a235e69665ac6f651ee44c341d24ceabf07a4e91004a7fff76dc40e56e0e429e9ffe564f3e29e891e2912d0811e6595601f.npy,Book reservation for my nieces and I at Light Horse Tavern
b7b4b193acc739e59b63e4c166795f235c6941500888d6d86732250c108469057d54d21af808e970521973c71ca8c9e9edfe1e7f48996fbf998a542c9027f6d2.npy,Two young children Bounce on a short trampoline.
